file,sentence,word,consonant,cog,duration,prev,foll
common_voice_sq_38022135-39-006,pacha wa uduma ni mashahidi walisema,mashahidi,ʃ,6275.186842638384,0.08299999999999974,ɑ,ɑ
common_voice_sq_38022135-39-006,pacha wa uduma ni mashahidi walisema,mashahidi,h,1790.670835566885,0.08999999999999986,ɑ,i
common_voice_sq_38022135-39-006,pacha wa uduma ni mashahidi walisema,walisema,s,7940.124968399335,0.14399999999999968,i,ɛ
common_voice_sq_38022135-39-008,silaha ambayo yanaongeza mvutano ndani na kuzunguka tripoli,silaha,s,7763.80982533736,0.029000000000000026,#,i
common_voice_sq_38022135-39-008,silaha ambayo yanaongeza mvutano ndani na kuzunguka tripoli,silaha,h,1628.9901329329955,0.1419999999999999,ɑ,ɑ
common_voice_sq_38022135-39-008,silaha ambayo yanaongeza mvutano ndani na kuzunguka tripoli,mvutano,v,2089.0914791852,0.052000000000000046,ɱ,u
common_voice_sq_38022135-39-008,silaha ambayo yanaongeza mvutano ndani na kuzunguka tripoli,kuzunguka,z,6819.237679940866,0.09700000000000042,u,u
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,hatua,h,3078.5431763385186,0.09699999999999999,#,ɑ
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,saudi,s,7774.659232170008,0.11399999999999999,ɑ,ɑ
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,dhidi,ð,978.4648722753254,0.14900000000000002,ɑ,i
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,machafuko,f,6428.983779018054,0.12400000000000055,ɑ,u
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,hilo,h,425.9982135370839,0.06400000000000006,ɔ,i
common_voice_sq_38022135-39-010,hatua ya saudi arabia dhidi ya kuwanyonga raia ili machafuko katika eneo hilo hapo awali,hapo,h,963.5310712598318,0.014000000000000234,#,ɑ
